987	940
965	940
998	940
1409	1372
47	45
1412	1372
996	940
1417	1372
947	940
220	218
1379	1372
46	47
1567	1566
1406	1372
993	940
578	236
964	940
1001	940
1003	940
1397	1372
1375	1372
988	940
999	940
555	527
1416	1372
950	940
934	933
760	761
1613	1583
1413	1372
1396	1372
903	902
1408	1372
997	940
774	775
1401	1372
966	940
1410	1372
1328	1329
1384	1372
560	527
889	656
1511	1508
766	760
1390	1372
767	760
619	618
890	656
1601	1583
549	527
434	432
1184	1185
58	57
516	218
551	527
717	718
763	760
768	760
863	862
864	862
891	656
994	940
1000	940
1118	860
1432	1436
1432	1434
1433	1432
