455	179
100	98
208	20
369	179
9	455
185	189
874	494
136	20
912	179
7	8
869	580
655	656
835	580
678	669
63	316
63	319
663	98
620	580
620	865
762	98
762	135
16	179
16	8
657	669
99	98
1081	46
781	464
1237	560
610	580
320	63
246	63
5	6
1155	1147
1148	1147
551	9
933	230
289	1168
804	803
1082	46
58	82
571	289
946	571
779	464
1151	1147
399	6
1149	1147
1076	46
400	6
1004	1003
937	531
106	107
801	800
801	289
1028	1026
709	710
133	132
934	230
64	63
231	230
1261	9
616	620
616	624
384	202
384	798
384	614
384	290
384	571
384	801
384	612
384	603
572	384
318	63
1117	208
284	283
981	979
548	9
945	571
26	27
659	656
684	656
409	230
1089	1091
1170	289
805	803
200	199
200	201
507	509
507	384
747	748
120	121
1153	1147
124	121
1264	1263
1174	1173
411	230
780	464
1069	41
1251	554
1115	1112
982	979
321	63
547	546
1019	1017
1070	41
1103	1101
1025	1026
1182	8
599	600
599	598
248	246
109	110
109	112
109	108
113	109
203	202
287	288
393	392
393	394
429	428
432	150
549	9
662	694
671	656
698	656
702	572
705	704
802	384
871	580
879	876
938	531
1008	1009
1018	1017
1020	1017
1022	1021
1071	41
1090	1089
1154	1147
1169	289
